Category;AUSPRAEGUNG;Year;Month;value;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Fluchtunfälle;insgesamt;2009;Summe;9267;9345;;-0.83;
Fluchtunfälle;insgesamt;2009;200901;512;727;-22.07;-29.57;761
Fluchtunfälle;insgesamt;2009;200902;802;793;56.64;Jan 13;762
Fluchtunfälle;insgesamt;2009;200903;607;763;-24.31;-20.45;749
Fluchtunfälle;insgesamt;2009;200904;776;837;27.84;-7.29;744
Fluchtunfälle;insgesamt;2009;200905;768;871;-1.03;-11.83;735
Fluchtunfälle;insgesamt;2009;200906;678;859;-11.72;-21.07;720
Fluchtunfälle;insgesamt;2009;200907;991;832;46.17;19. Nov;733
Fluchtunfälle;insgesamt;2009;200908;752;760;-24.12;-1.05;732
Fluchtunfälle;insgesamt;2009;200909;846;747;12. Mai;13.25;741
Fluchtunfälle;insgesamt;2009;200910;953;874;Dez 65;09. Apr;747
Fluchtunfälle;insgesamt;2009;200911;835;625;-12.38;33.6;765
Fluchtunfälle;insgesamt;2009;200912;747;657;-10.54;13. Jul;772
Fluchtunfälle;insgesamt;2008;Summe;9345;9127;;Feb 39;
Fluchtunfälle;insgesamt;2008;200801;727;699;Mai 36;04. Jan;763
Fluchtunfälle;insgesamt;2008;200802;793;612;09. Aug;29.58;778
Fluchtunfälle;insgesamt;2008;200803;763;411;-3.78;85.64;807
Fluchtunfälle;insgesamt;2008;200804;837;821;09. Jul;Jan 95;809
Fluchtunfälle;insgesamt;2008;200805;871;858;04. Jun;Jan 52;810
Fluchtunfälle;insgesamt;2008;200806;859;804;-1.38;Jun 84;814
Fluchtunfälle;insgesamt;2008;200807;832;935;-3.14;-11.02;806
Fluchtunfälle;insgesamt;2008;200808;760;759;-8.65;0.13;806
Fluchtunfälle;insgesamt;2008;200809;747;797;-1.71;-6.27;802
Fluchtunfälle;insgesamt;2008;200810;874;873;17;0.11;802
Fluchtunfälle;insgesamt;2008;200811;625;868;-28.49;-28;782
Fluchtunfälle;insgesamt;2008;200812;657;690;05. Dez;-4.78;779
Fluchtunfälle;insgesamt;2007;Summe;9127;8629;;Mai 77;
Fluchtunfälle;insgesamt;2007;200701;699;708;-19.1;-1.27;718
Fluchtunfälle;insgesamt;2007;200702;612;698;-12.45;-12.32;711
Fluchtunfälle;insgesamt;2007;200703;411;1138;-32.84;-63.88;651
Fluchtunfälle;insgesamt;2007;200704;821;750;99.76;Sep 47;657
Fluchtunfälle;insgesamt;2007;200705;858;476;Apr 51;80.25;688
Fluchtunfälle;insgesamt;2007;200706;804;565;-6.29;42.3;708
Fluchtunfälle;insgesamt;2007;200707;935;845;16.29;Okt 65;716
Fluchtunfälle;insgesamt;2007;200708;759;774;-18.82;-1.94;715
Fluchtunfälle;insgesamt;2007;200709;797;718;05. Jan;11;721
Fluchtunfälle;insgesamt;2007;200710;873;599;Sep 54;45.74;744
Fluchtunfälle;insgesamt;2007;200711;868;494;-0.57;75.71;775
Fluchtunfälle;insgesamt;2007;200712;690;864;-20.51;-20.14;761
Fluchtunfälle;insgesamt;2006;Summe;8629;11037;;-21.82;
Fluchtunfälle;insgesamt;2006;200601;708;749;-13.34;-5.47;916
Fluchtunfälle;insgesamt;2006;200602;698;961;-1.41;-27.37;894
Fluchtunfälle;insgesamt;2006;200603;1138;1115;63.04;02. Jun;896
Fluchtunfälle;insgesamt;2006;200604;750;937;-34.09;-19.96;881
Fluchtunfälle;insgesamt;2006;200605;476;902;-36.53;-47.23;845
Fluchtunfälle;insgesamt;2006;200606;565;901;18. Jul;-37.29;817
Fluchtunfälle;insgesamt;2006;200607;845;951;49.56;-11.15;808
Fluchtunfälle;insgesamt;2006;200608;774;811;-8.4;-4.56;805
Fluchtunfälle;insgesamt;2006;200609;718;1086;-7.24;-33.89;775
Fluchtunfälle;insgesamt;2006;200610;599;962;-16.57;-37.73;744
Fluchtunfälle;insgesamt;2006;200611;494;845;-17.53;-41.54;715
Fluchtunfälle;insgesamt;2006;200612;864;817;74.9;Mai 75;719
Fluchtunfälle;insgesamt;2005;Summe;11037;10547;;Apr 65;
Fluchtunfälle;insgesamt;2005;200501;749;828;-20.49;-9.54;872
Fluchtunfälle;insgesamt;2005;200502;961;723;28. Mrz;32.92;892
Fluchtunfälle;insgesamt;2005;200503;1115;817;16. Feb;36.47;917
Fluchtunfälle;insgesamt;2005;200504;937;875;-15.96;07. Sep;922
Fluchtunfälle;insgesamt;2005;200505;902;867;-3.74;04. Apr;925
Fluchtunfälle;insgesamt;2005;200506;901;859;-0.11;Apr 89;929
Fluchtunfälle;insgesamt;2005;200507;951;970;Mai 55;-1.96;927
Fluchtunfälle;insgesamt;2005;200508;811;784;-14.72;Mrz 44;929
Fluchtunfälle;insgesamt;2005;200509;1086;957;33.91;13.48;940
Fluchtunfälle;insgesamt;2005;200510;962;1022;-11.42;-5.87;935
Fluchtunfälle;insgesamt;2005;200511;845;903;-12.16;-6.42;930
Fluchtunfälle;insgesamt;2005;200512;817;942;-3.31;-13.27;920
Fluchtunfälle;insgesamt;2004;Summe;10547;9611;;Sep 74;
Fluchtunfälle;insgesamt;2004;200401;828;747;-3.5;Okt 84;808
Fluchtunfälle;insgesamt;2004;200402;723;572;-12.68;26. Apr;820
Fluchtunfälle;insgesamt;2004;200403;817;854;13;-4.33;817
Fluchtunfälle;insgesamt;2004;200404;875;844;07. Jan;Mrz 67;820
Fluchtunfälle;insgesamt;2004;200405;867;763;-0.91;13.63;828
Fluchtunfälle;insgesamt;2004;200406;859;855;-0.92;0.47;829
Fluchtunfälle;insgesamt;2004;200407;970;562;Dez 92;72.6;863
Fluchtunfälle;insgesamt;2004;200408;784;698;-19.18;Dez 32;870
Fluchtunfälle;insgesamt;2004;200409;957;945;22. Jul;Jan 27;871
Fluchtunfälle;insgesamt;2004;200410;1022;960;Jun 79;Jun 46;876
Fluchtunfälle;insgesamt;2004;200411;903;953;-11.64;-5.25;872
Fluchtunfälle;insgesamt;2004;200412;942;858;Apr 32;Sep 79;879
Fluchtunfälle;insgesamt;2003;Summe;9611;10651;;-9.76;
Fluchtunfälle;insgesamt;2003;200301;747;852;Mai 81;-12.32;879
Fluchtunfälle;insgesamt;2003;200302;572;817;-23.43;-29.99;858
Fluchtunfälle;insgesamt;2003;200303;854;897;49.3;-4.79;855
Fluchtunfälle;insgesamt;2003;200304;844;784;-1.17;Jul 65;860
Fluchtunfälle;insgesamt;2003;200305;763;857;-9.6;-10.97;852
Fluchtunfälle;insgesamt;2003;200306;855;987;12. Jun;-13.37;841
Fluchtunfälle;insgesamt;2003;200307;562;1026;-34.27;-45.22;802
Fluchtunfälle;insgesamt;2003;200308;698;785;24. Feb;-11.08;795
Fluchtunfälle;insgesamt;2003;200309;945;1039;35.39;-9.05;787
Fluchtunfälle;insgesamt;2003;200310;960;1019;Jan 59;-5.79;782
Fluchtunfälle;insgesamt;2003;200311;953;882;-0.73;08. Mai;788
Fluchtunfälle;insgesamt;2003;200312;858;706;-9.97;21.53;801
Fluchtunfälle;insgesamt;2002;Summe;10651;11396;;-6.54;
Fluchtunfälle;insgesamt;2002;200201;852;871;-9.46;-2.18;948
Fluchtunfälle;insgesamt;2002;200202;817;820;-4.11;-0.37;948
Fluchtunfälle;insgesamt;2002;200203;897;962;Sep 79;-6.76;942
Fluchtunfälle;insgesamt;2002;200204;784;897;-12.6;-12.6;933
Fluchtunfälle;insgesamt;2002;200205;857;1081;Sep 31;-20.72;914
Fluchtunfälle;insgesamt;2002;200206;987;905;15.17;09. Jun;921
Fluchtunfälle;insgesamt;2002;200207;1026;1047;Mrz 95;-2.01;919
Fluchtunfälle;insgesamt;2002;200208;785;814;-23.49;-3.56;917
Fluchtunfälle;insgesamt;2002;200209;1039;953;32.36;09. Feb;924
Fluchtunfälle;insgesamt;2002;200210;1019;1104;-1.92;-7.7;917
Fluchtunfälle;insgesamt;2002;200211;882;1001;-13.44;-11.89;907
Fluchtunfälle;insgesamt;2002;200212;706;941;-19.95;-24.97;888
Fluchtunfälle;insgesamt;2001;Summe;11396;11467;;-0.62;
Fluchtunfälle;insgesamt;2001;200101;871;835;-8.32;Apr 31;959
Fluchtunfälle;insgesamt;2001;200102;820;890;-5.86;-7.87;953
Fluchtunfälle;insgesamt;2001;200103;962;974;17.32;-1.23;952
Fluchtunfälle;insgesamt;2001;200104;897;834;-6.76;Jul 55;957
Fluchtunfälle;insgesamt;2001;200105;1081;1086;20.51;-0.46;957
Fluchtunfälle;insgesamt;2001;200106;905;842;-16.28;Jul 48;962
Fluchtunfälle;insgesamt;2001;200107;1047;1102;15.69;-4.99;957
Fluchtunfälle;insgesamt;2001;200108;814;881;-22.25;-7.6;952
Fluchtunfälle;insgesamt;2001;200109;953;978;17. Aug;-2.56;950
Fluchtunfälle;insgesamt;2001;200110;1104;1078;15.84;Feb 41;952
Fluchtunfälle;insgesamt;2001;200111;1001;1017;-9.33;-1.57;950
Fluchtunfälle;insgesamt;2001;200112;941;950;-5.99;-0.95;950
Fluchtunfälle;insgesamt;2000;Summe;11467;;;;
Fluchtunfälle;insgesamt;2000;200001;835;;;;835
Fluchtunfälle;insgesamt;2000;200002;890;;Jun 59;;863
Fluchtunfälle;insgesamt;2000;200003;974;;Sep 44;;900
Fluchtunfälle;insgesamt;2000;200004;834;;-14.37;;883
Fluchtunfälle;insgesamt;2000;200005;1086;;30.22;;924
Fluchtunfälle;insgesamt;2000;200006;842;;-22.47;;910
Fluchtunfälle;insgesamt;2000;200007;1102;;30.88;;938
Fluchtunfälle;insgesamt;2000;200008;881;;-20.05;;931
Fluchtunfälle;insgesamt;2000;200009;978;;11. Jan;;936
Fluchtunfälle;insgesamt;2000;200010;1078;;Okt 22;;950
Fluchtunfälle;insgesamt;2000;200011;1017;;-5.66;;956
Fluchtunfälle;insgesamt;2000;200012;950;;-6.59;;956
Fluchtunfälle;Verletzte und Getötete;2021;202101;;28;;;
Fluchtunfälle;Verletzte und Getötete;2021;202102;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202103;;33;;;
Fluchtunfälle;Verletzte und Getötete;2021;202104;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202105;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202106;;49;;;
Fluchtunfälle;Verletzte und Getötete;2021;202107;;58;;;
Fluchtunfälle;Verletzte und Getötete;2021;202108;;36;;;
Fluchtunfälle;Verletzte und Getötete;2021;202109;;49;;;
Fluchtunfälle;Verletzte und Getötete;2021;202110;;50;;;
Fluchtunfälle;Verletzte und Getötete;2021;202111;;27;;;
Fluchtunfälle;Verletzte und Getötete;2021;202112;;33;;;
Fluchtunfälle;Verletzte und Getötete;2020;Summe;465;541;;-14.05;
Fluchtunfälle;Verletzte und Getötete;2020;202001;28;32;-34.88;-12.5;45
Fluchtunfälle;Verletzte und Getötete;2020;202002;34;26;21.43;30.77;45
Fluchtunfälle;Verletzte und Getötete;2020;202003;33;44;-2.94;-25;45
Fluchtunfälle;Verletzte und Getötete;2020;202004;34;35;03. Mrz;-2.86;44
Fluchtunfälle;Verletzte und Getötete;2020;202005;34;41;0;-17.07;44
Fluchtunfälle;Verletzte und Getötete;2020;202006;49;61;44.12;-19.67;43
Fluchtunfälle;Verletzte und Getötete;2020;202007;58;81;18.37;-28.4;41
Fluchtunfälle;Verletzte und Getötete;2020;202008;36;37;-37.93;-2.7;41
Fluchtunfälle;Verletzte und Getötete;2020;202009;49;55;36.11;-10.91;40
Fluchtunfälle;Verletzte und Getötete;2020;202010;50;45;02. Apr;11. Nov;41
Fluchtunfälle;Verletzte und Getötete;2020;202011;27;41;-46;-34.15;40
Fluchtunfälle;Verletzte und Getötete;2020;202012;33;43;22.22;-23.26;39
Fluchtunfälle;Verletzte und Getötete;2019;Summe;541;555;;-2.52;
Fluchtunfälle;Verletzte und Getötete;2019;201901;32;40;-13.51;-20;46
Fluchtunfälle;Verletzte und Getötete;2019;201902;26;40;-18.75;-35;44
Fluchtunfälle;Verletzte und Getötete;2019;201903;44;35;69.23;25.71;45
Fluchtunfälle;Verletzte und Getötete;2019;201904;35;44;-20.45;-20.45;44
Fluchtunfälle;Verletzte und Getötete;2019;201905;41;43;17.14;-4.65;44
Fluchtunfälle;Verletzte und Getötete;2019;201906;61;49;48.78;24.49;45
Fluchtunfälle;Verletzte und Getötete;2019;201907;81;72;32.79;12. Mai;46
Fluchtunfälle;Verletzte und Getötete;2019;201908;37;39;-54.32;-5.13;46
Fluchtunfälle;Verletzte und Getötete;2019;201909;55;59;48.65;-6.78;46
Fluchtunfälle;Verletzte und Getötete;2019;201910;45;60;-18.18;-25;44
Fluchtunfälle;Verletzte und Getötete;2019;201911;41;37;-8.89;Okt 81;45
Fluchtunfälle;Verletzte und Getötete;2019;201912;43;37;Apr 88;16.22;45
Fluchtunfälle;Verletzte und Getötete;2018;Summe;555;551;;0.73;
Fluchtunfälle;Verletzte und Getötete;2018;201801;40;22;21.21;81.82;47
Fluchtunfälle;Verletzte und Getötete;2018;201802;40;41;0;-2.44;47
Fluchtunfälle;Verletzte und Getötete;2018;201803;35;36;-12.5;-2.78;47
Fluchtunfälle;Verletzte und Getötete;2018;201804;44;36;25.71;22.22;48
Fluchtunfälle;Verletzte und Getötete;2018;201805;43;60;-2.27;-28.33;47
Fluchtunfälle;Verletzte und Getötete;2018;201806;49;54;13.95;-9.26;46
Fluchtunfälle;Verletzte und Getötete;2018;201807;72;65;46.94;Okt 77;47
Fluchtunfälle;Verletzte und Getötete;2018;201808;39;38;-45.83;Feb 63;47
Fluchtunfälle;Verletzte und Getötete;2018;201809;59;59;51.28;0;47
Fluchtunfälle;Verletzte und Getötete;2018;201810;60;59;Jan 69;Jan 69;47
Fluchtunfälle;Verletzte und Getötete;2018;201811;37;48;-38.33;-22.92;46
Fluchtunfälle;Verletzte und Getötete;2018;201812;37;33;0;12. Dez;46
Fluchtunfälle;Verletzte und Getötete;2017;Summe;551;548;;0.55;
Fluchtunfälle;Verletzte und Getötete;2017;201701;22;31;-37.14;-29.03;45
Fluchtunfälle;Verletzte und Getötete;2017;201702;41;24;86.36;70.83;46
Fluchtunfälle;Verletzte und Getötete;2017;201703;36;41;-12.2;-12.2;46
Fluchtunfälle;Verletzte und Getötete;2017;201704;36;42;0;-14.29;45
Fluchtunfälle;Verletzte und Getötete;2017;201705;60;44;66.67;36.36;47
Fluchtunfälle;Verletzte und Getötete;2017;201706;54;54;-10;0;47
Fluchtunfälle;Verletzte und Getötete;2017;201707;65;61;20.37;Jun 56;47
Fluchtunfälle;Verletzte und Getötete;2017;201708;38;70;-41.54;-45.71;44
Fluchtunfälle;Verletzte und Getötete;2017;201709;59;70;55.26;-15.71;44
Fluchtunfälle;Verletzte und Getötete;2017;201710;59;44;0;34.09;45
Fluchtunfälle;Verletzte und Getötete;2017;201711;48;32;-18.64;50;46
Fluchtunfälle;Verletzte und Getötete;2017;201712;33;35;-31.25;-5.71;46
Fluchtunfälle;Verletzte und Getötete;2016;Summe;548;509;;Jul 66;
Fluchtunfälle;Verletzte und Getötete;2016;201601;31;19;-18.42;63.16;43
Fluchtunfälle;Verletzte und Getötete;2016;201602;24;18;-22.58;33.33;44
Fluchtunfälle;Verletzte und Getötete;2016;201603;41;49;70.83;-16.33;43
Fluchtunfälle;Verletzte und Getötete;2016;201604;42;45;Feb 44;-6.67;43
Fluchtunfälle;Verletzte und Getötete;2016;201605;44;41;Apr 76;Jul 32;43
Fluchtunfälle;Verletzte und Getötete;2016;201606;54;54;22.73;0;43
Fluchtunfälle;Verletzte und Getötete;2016;201607;61;65;Dez 96;-6.15;43
Fluchtunfälle;Verletzte und Getötete;2016;201608;70;36;14.75;94.44;46
Fluchtunfälle;Verletzte und Getötete;2016;201609;70;49;0;42.86;48
Fluchtunfälle;Verletzte und Getötete;2016;201610;44;52;-37.14;-15.38;47
Fluchtunfälle;Verletzte und Getötete;2016;201611;32;43;-27.27;-25.58;46
Fluchtunfälle;Verletzte und Getötete;2016;201612;35;38;Sep 38;-7.89;46
Fluchtunfälle;Verletzte und Getötete;2015;Summe;509;557;;-8.62;
Fluchtunfälle;Verletzte und Getötete;2015;201501;19;29;-45.71;-34.48;46
Fluchtunfälle;Verletzte und Getötete;2015;201502;18;22;-5.26;-18.18;45
Fluchtunfälle;Verletzte und Getötete;2015;201503;49;46;172.22;Jun 52;46
Fluchtunfälle;Verletzte und Getötete;2015;201504;45;55;-8.16;-18.18;45
Fluchtunfälle;Verletzte und Getötete;2015;201505;41;50;-8.89;-18;44
Fluchtunfälle;Verletzte und Getötete;2015;201506;54;58;31.71;-6.9;44
Fluchtunfälle;Verletzte und Getötete;2015;201507;65;62;20.37;Apr 84;44
Fluchtunfälle;Verletzte und Getötete;2015;201508;36;43;-44.62;-16.28;43
Fluchtunfälle;Verletzte und Getötete;2015;201509;49;60;36.11;-18.33;42
Fluchtunfälle;Verletzte und Getötete;2015;201510;52;55;06. Dez;-5.45;42
Fluchtunfälle;Verletzte und Getötete;2015;201511;43;42;-17.31;Feb 38;42
Fluchtunfälle;Verletzte und Getötete;2015;201512;38;35;-11.63;Aug 57;42
Fluchtunfälle;Verletzte und Getötete;2014;Summe;557;521;;Jun 91;
Fluchtunfälle;Verletzte und Getötete;2014;201401;29;29;Jul 41;0;43
Fluchtunfälle;Verletzte und Getötete;2014;201402;22;22;-24.14;0;43
Fluchtunfälle;Verletzte und Getötete;2014;201403;46;33;109.09;39.39;45
Fluchtunfälle;Verletzte und Getötete;2014;201404;55;50;19.57;10;45
Fluchtunfälle;Verletzte und Getötete;2014;201405;50;43;-9.09;16.28;46
Fluchtunfälle;Verletzte und Getötete;2014;201406;58;54;16;Jul 41;46
Fluchtunfälle;Verletzte und Getötete;2014;201407;62;68;06. Sep;-8.82;45
Fluchtunfälle;Verletzte und Getötete;2014;201408;43;36;-30.65;19.44;46
Fluchtunfälle;Verletzte und Getötete;2014;201409;60;53;39.53;13.21;47
Fluchtunfälle;Verletzte und Getötete;2014;201410;55;53;-8.33;Mrz 77;47
Fluchtunfälle;Verletzte und Getötete;2014;201411;42;53;-23.64;-20.75;46
Fluchtunfälle;Verletzte und Getötete;2014;201412;35;27;-16.67;29.63;46
Fluchtunfälle;Verletzte und Getötete;2013;Summe;521;580;;-10.17;
Fluchtunfälle;Verletzte und Getötete;2013;201301;29;32;26. Sep;-9.38;48
Fluchtunfälle;Verletzte und Getötete;2013;201302;22;20;-24.14;10;48
Fluchtunfälle;Verletzte und Getötete;2013;201303;33;44;50;-25;47
Fluchtunfälle;Verletzte und Getötete;2013;201304;50;37;51.52;35.14;48
Fluchtunfälle;Verletzte und Getötete;2013;201305;43;64;-14;-32.81;47
Fluchtunfälle;Verletzte und Getötete;2013;201306;54;61;25.58;-11.48;46
Fluchtunfälle;Verletzte und Getötete;2013;201307;68;64;25.93;Jun 25;46
Fluchtunfälle;Verletzte und Getötete;2013;201308;36;64;-47.06;-43.75;44
Fluchtunfälle;Verletzte und Getötete;2013;201309;53;61;47.22;-13.11;43
Fluchtunfälle;Verletzte und Getötete;2013;201310;53;61;0;-13.11;43
Fluchtunfälle;Verletzte und Getötete;2013;201311;53;49;0;Aug 16;43
Fluchtunfälle;Verletzte und Getötete;2013;201312;27;23;-49.06;17.39;43
Fluchtunfälle;Verletzte und Getötete;2012;Summe;580;498;;16.47;
Fluchtunfälle;Verletzte und Getötete;2012;201201;32;26;Jun 67;23. Aug;42
Fluchtunfälle;Verletzte und Getötete;2012;201202;20;26;-37.5;-23.08;42
Fluchtunfälle;Verletzte und Getötete;2012;201203;44;32;120;37.5;43
Fluchtunfälle;Verletzte und Getötete;2012;201204;37;55;-15.91;-32.73;41
Fluchtunfälle;Verletzte und Getötete;2012;201205;64;68;72.97;-5.88;41
Fluchtunfälle;Verletzte und Getötete;2012;201206;61;49;-4.69;24.49;42
Fluchtunfälle;Verletzte und Getötete;2012;201207;64;56;Apr 92;14.29;42
Fluchtunfälle;Verletzte und Getötete;2012;201208;64;35;0;82.86;45
Fluchtunfälle;Verletzte und Getötete;2012;201209;61;52;-4.69;17.31;46
Fluchtunfälle;Verletzte und Getötete;2012;201210;61;36;0;69.44;48
Fluchtunfälle;Verletzte und Getötete;2012;201211;49;33;-19.67;48.48;49
Fluchtunfälle;Verletzte und Getötete;2012;201212;23;30;-53.06;-23.33;48
Fluchtunfälle;Verletzte und Getötete;2011;Summe;498;456;;Sep 21;
Fluchtunfälle;Verletzte und Getötete;2011;201101;26;17;13. Apr;52.94;39
Fluchtunfälle;Verletzte und Getötete;2011;201102;26;21;0;23.81;39
Fluchtunfälle;Verletzte und Getötete;2011;201103;32;29;23. Aug;Okt 34;39
Fluchtunfälle;Verletzte und Getötete;2011;201104;55;41;71.88;34.15;41
Fluchtunfälle;Verletzte und Getötete;2011;201105;68;31;23.64;119.35;44
Fluchtunfälle;Verletzte und Getötete;2011;201106;49;57;-27.94;-14.04;43
Fluchtunfälle;Verletzte und Getötete;2011;201107;56;65;14.29;-13.85;42
Fluchtunfälle;Verletzte und Getötete;2011;201108;35;48;-37.5;-27.08;41
Fluchtunfälle;Verletzte und Getötete;2011;201109;52;42;48.57;23.81;42
Fluchtunfälle;Verletzte und Getötete;2011;201110;36;49;-30.77;-26.53;41
Fluchtunfälle;Verletzte und Getötete;2011;201111;33;33;-8.33;0;41
Fluchtunfälle;Verletzte und Getötete;2011;201112;30;23;-9.09;30.43;42
Fluchtunfälle;Verletzte und Getötete;2010;Summe;456;459;;-0.65;
Fluchtunfälle;Verletzte und Getötete;2010;201001;17;22;-54.05;-22.73;38
Fluchtunfälle;Verletzte und Getötete;2010;201002;21;35;23.53;-40;37
Fluchtunfälle;Verletzte und Getötete;2010;201003;29;20;38.1;45;37
Fluchtunfälle;Verletzte und Getötete;2010;201004;41;43;41.38;-4.65;37
Fluchtunfälle;Verletzte und Getötete;2010;201005;31;49;-24.39;-36.73;36
Fluchtunfälle;Verletzte und Getötete;2010;201006;57;34;83.87;67.65;38
Fluchtunfälle;Verletzte und Getötete;2010;201007;65;61;14. Apr;Jun 56;38
Fluchtunfälle;Verletzte und Getötete;2010;201008;48;40;-26.15;20;39
Fluchtunfälle;Verletzte und Getötete;2010;201009;42;37;-12.5;13.51;39
Fluchtunfälle;Verletzte und Getötete;2010;201010;49;47;16.67;Apr 26;39
Fluchtunfälle;Verletzte und Getötete;2010;201011;33;34;-32.65;-2.94;39
Fluchtunfälle;Verletzte und Getötete;2010;201012;23;37;-30.3;-37.84;38
Fluchtunfälle;Verletzte und Getötete;2009;Summe;459;489;;-6.13;
Fluchtunfälle;Verletzte und Getötete;2009;200901;22;27;-18.52;-18.52;40
Fluchtunfälle;Verletzte und Getötete;2009;200902;35;29;59.09;20.69;41
Fluchtunfälle;Verletzte und Getötete;2009;200903;20;25;-42.86;-20;40
Fluchtunfälle;Verletzte und Getötete;2009;200904;43;41;115;Apr 88;41
Fluchtunfälle;Verletzte und Getötete;2009;200905;49;57;13.95;-14.04;40
Fluchtunfälle;Verletzte und Getötete;2009;200906;34;59;-30.61;-42.37;38
Fluchtunfälle;Verletzte und Getötete;2009;200907;61;48;79.41;27. Aug;39
Fluchtunfälle;Verletzte und Getötete;2009;200908;40;55;-34.43;-27.27;38
Fluchtunfälle;Verletzte und Getötete;2009;200909;37;48;-7.5;-22.92;37
Fluchtunfälle;Verletzte und Getötete;2009;200910;47;46;27. Mrz;Feb 17;37
Fluchtunfälle;Verletzte und Getötete;2009;200911;34;27;-27.66;25.93;37
Fluchtunfälle;Verletzte und Getötete;2009;200912;37;27;Aug 82;37.04;38
Fluchtunfälle;Verletzte und Getötete;2008;Summe;489;476;;Feb 73;
Fluchtunfälle;Verletzte und Getötete;2008;200801;27;19;-6.9;42.11;40
Fluchtunfälle;Verletzte und Getötete;2008;200802;29;33;Jul 41;-12.12;40
Fluchtunfälle;Verletzte und Getötete;2008;200803;25;20;-13.79;25;40
Fluchtunfälle;Verletzte und Getötete;2008;200804;41;43;64;-4.65;40
Fluchtunfälle;Verletzte und Getötete;2008;200805;57;48;39.02;18.75;41
Fluchtunfälle;Verletzte und Getötete;2008;200806;59;50;Mrz 51;18;42
Fluchtunfälle;Verletzte und Getötete;2008;200807;48;59;-18.64;-18.64;41
Fluchtunfälle;Verletzte und Getötete;2008;200808;55;39;14.58;41.03;42
Fluchtunfälle;Verletzte und Getötete;2008;200809;48;41;-12.73;17. Jul;43
Fluchtunfälle;Verletzte und Getötete;2008;200810;46;49;-4.17;-6.12;43
Fluchtunfälle;Verletzte und Getötete;2008;200811;27;46;-41.3;-41.3;41
Fluchtunfälle;Verletzte und Getötete;2008;200812;27;29;0;-6.9;41
Fluchtunfälle;Verletzte und Getötete;2007;Summe;476;505;;-5.74;
Fluchtunfälle;Verletzte und Getötete;2007;200701;19;31;-56.82;-38.71;41
Fluchtunfälle;Verletzte und Getötete;2007;200702;33;33;73.68;0;41
Fluchtunfälle;Verletzte und Getötete;2007;200703;20;34;-39.39;-41.18;40
Fluchtunfälle;Verletzte und Getötete;2007;200704;43;25;115;72;41
Fluchtunfälle;Verletzte und Getötete;2007;200705;48;33;Nov 63;45.45;43
Fluchtunfälle;Verletzte und Getötete;2007;200706;50;40;Apr 17;25;44
Fluchtunfälle;Verletzte und Getötete;2007;200707;59;78;18;-24.36;42
Fluchtunfälle;Verletzte und Getötete;2007;200708;39;40;-33.9;-2.5;42
Fluchtunfälle;Verletzte und Getötete;2007;200709;41;66;Mai 13;-37.88;40
Fluchtunfälle;Verletzte und Getötete;2007;200710;49;43;19.51;13.95;40
Fluchtunfälle;Verletzte und Getötete;2007;200711;46;38;-6.12;21. Mai;41
Fluchtunfälle;Verletzte und Getötete;2007;200712;29;44;-36.96;-34.09;40
Fluchtunfälle;Verletzte und Getötete;2006;Summe;505;525;;-3.81;
Fluchtunfälle;Verletzte und Getötete;2006;200601;31;24;-3.13;29.17;44
Fluchtunfälle;Verletzte und Getötete;2006;200602;33;22;Jun 45;50;45
Fluchtunfälle;Verletzte und Getötete;2006;200603;34;33;03. Mrz;03. Mrz;45
Fluchtunfälle;Verletzte und Getötete;2006;200604;25;45;-26.47;-44.44;44
Fluchtunfälle;Verletzte und Getötete;2006;200605;33;52;32;-36.54;42
Fluchtunfälle;Verletzte und Getötete;2006;200606;40;53;21.21;-24.53;41
Fluchtunfälle;Verletzte und Getötete;2006;200607;78;65;95;20;42
Fluchtunfälle;Verletzte und Getötete;2006;200608;40;37;-48.72;08. Nov;42
Fluchtunfälle;Verletzte und Getötete;2006;200609;66;81;65;-18.52;41
Fluchtunfälle;Verletzte und Getötete;2006;200610;43;54;-34.85;-20.37;40
Fluchtunfälle;Verletzte und Getötete;2006;200611;38;27;-11.63;40.74;41
Fluchtunfälle;Verletzte und Getötete;2006;200612;44;32;15.79;37.5;42
Fluchtunfälle;Verletzte und Getötete;2005;Summe;525;542;;-3.14;
Fluchtunfälle;Verletzte und Getötete;2005;200501;24;33;-46.67;-27.27;44
Fluchtunfälle;Verletzte und Getötete;2005;200502;22;31;-8.33;-29.03;44
Fluchtunfälle;Verletzte und Getötete;2005;200503;33;20;50;65;45
Fluchtunfälle;Verletzte und Getötete;2005;200504;45;39;36.36;15.38;45
Fluchtunfälle;Verletzte und Getötete;2005;200505;52;41;15.56;26.83;46
Fluchtunfälle;Verletzte und Getötete;2005;200506;53;53;Jan 92;0;46
Fluchtunfälle;Verletzte und Getötete;2005;200507;65;83;22.64;-21.69;45
Fluchtunfälle;Verletzte und Getötete;2005;200508;37;48;-43.08;-22.92;44
Fluchtunfälle;Verletzte und Getötete;2005;200509;81;63;118.92;28.57;45
Fluchtunfälle;Verletzte und Getötete;2005;200510;54;40;-33.33;35;46
